Lap Details,Laptop state,Laptop price
WILL TAKE £399 - Lenovo Gaming Graphics Laptop 32GB RAM 256GB SSD Nvidia 2GB i7.,Pre-owned,£399.00
New listingLenovo ThinkPad T430s Core i7-3520M 8GB 180GB SSD HD+,Pre-owned,£171.09
New listingHP zBook 15 G5 Core i7-8750H 16GB 256GB SSD 15.6`1920x1080 nVidia P2000 Backlit,Pre-owned,£436.29
"New listingMicrosoft Surface Laptop 3 13.5"""" - 128GB SSD, Intel Core i5-1035G7 - QWERTY",Brand new,£495.33
New listingHP Elitebook 820 G3 i7-6500U 2.50GHz 16GB 256GB M.2 SSD FullHD CAM W10 B13,Pre-owned,£136.02
"New listingLenovo ThinkpadX13 Gen 2 i5-1145G7.16GB,256GB SSD, 13.3"" WUXGA,UHD Graphics_3_6",New (other),£598.80
New listingLenovo ThinkPad T430s Core i5-3320M 2.6GHz 8GB 180GB SSD 1600x900,Pre-owned,£111.21
Microsoft Windows XP Sticker Genuine Product These Were Supplied On Laptops,Brand new,£1.90
Jumper 16 Inch Intel 16GB Ram  Laptop EZbook 512GB SSD Grey Laptop W11 Sealed,Brand new,£269.00
New listingLenovo ThinkPad P52 Core i7-8850H 32Gb 256Gb SSD 15.6`` FHD Webcam P1000,Pre-owned,£427.74
"New listingHuawei KLVL-WFH9 Ryzen 5 4600H 16GB DDR4 512GB SSD 14"" 1440p QWERTY IT_1.79_2",Pre-owned,£299.38
GeoBook 1E Celeron Quad Core - 1.10GHz 4GB RAM 64GB SSD Win 11 pro ,Pre-owned,£44.99
"Venturer Europa 14 Plus Black 14"" 64GB 4GB Windows 10 Home Notebook New",Brand new,£70.82
New listingLenovo ThinkPad T470s Core i5-7300U 8GB 256GB SSD 1920x1080 TOUCHSCREEN B,Pre-owned,£153.98
New listingLenovo ThinkPad T430s Core i5-3320M 2.6GHz 8GB 180GB SSD HD+,Pre-owned,£85.54
New listingMotherboard Enclosure Lenovo ThinkPad P50 Core i7-6820HQ M1000M Cam TFT Faulty,Pre-owned,£119.76
"Dell Latitude 7280 Laptop - 13"" FHD Screen I5 CPU Up to 4TB SSD &Windows 11 Pro*",Good - Refurbished,£104.04 to £312.37
"New listingLenovo ThinkPad E550 Windows 11 15.6"" Laptop Intel i5 5200U 2.2GHz 8GB 256GB SSD",Pre-owned,£99.99
New listingLenovo ThinkPad T430s Core i5-3320M 2.6GHz 8GB 180GB SSD HD+ Webcam,Pre-owned,£119.76
HP Elitebook 6470b Intel i5 1366x768 4GB 250GB HDD DVD Cam Windows 10 Pro Laptop,Very Good - Refurbished,£102.57
Budget Cheap Intel i5 8th Gen Laptop With Windows 10 8GB Memory 512GB SSD Wifi,Pre-owned,£124.99
Shop on eBay,Brand New,$20.00
Budget Cheap Intel i5 8th Gen Laptop With Windows 10 8GB Memory 512GB SSD Wifi,Pre-owned,£124.99
"HP Probook 6460B 14"" I3-2310M 2.10GHz 4GB 320GB HDD 1366x768 Win10 Firewire",Pre-owned,£84.69
Toshiba ChromeBook 2 Intel Celeron N @ 2.16GHz ChromeOS 2GB RAM 16GB eMMC WiFi,Good - Refurbished,£69.98
ASUS F507U INTEL CORE I7-8550U 8GB 256GB SSD WIN11 NVIDIA NOTEBOOK,Pre-owned,£295.15
New listingLenovo ThinkPad T480s Core i5-8350U 1.8GHz 8GB 256GB SSD 14`' 1920x1080B,Pre-owned,£188.20
New listingHP zBook 15 G5 A-WARE Core i7-8750H 16GB 256GB SSD 15.6`1920x1080 P2000 Backlit,Very Good - Refurbished,£504.73
New listingDell Latitude 7490 Laptop Intel i7-8650U 1.9GHz 4GB RAM NO BATT HDD / OS / READ,Parts only,£31.50
New listingLenovo ThinkPad T490 i5 8365u 16GB 256GB SSD Win11 Pro LTE FHD Webcam #92E,Pre-owned,£204.46
New listingLenovo ThinkPad Gaming Laptop Rapid 512Gb NMVe SSD Big 16Gb Ram HD Graphics,Excellent - Refurbished,£299.99
"New listingDell XPS 13 9343 13.3"" FHD 2.2GHz Core i5-5200 CPU 8GB RAM 128GB SSD C8WLV32",Pre-owned,£100.01
New listingLenovo ThinkPad T460p Core i7-6820HQ 32Gb 512Gb SSD 14`' 1920x1080 IPS 940MX Cam,Pre-owned,£359.30
"New listingHP Pavilion 14-eh1059ng 14"" 2.2K Core i5-1340P 16GB 512GB SSD Win11",Good - Refurbished,£781.07
Ultra Thin Laptop For 11 15.6 Inch FHD IPS Display Quad Core 16GB RAM,Brand new,£242.77
"HP Probook 6470B i3 3 Gen. 2.50GHz 14"""" 4GB 500GB HDD Win 7 Pro",Pre-owned,£84.69 to £127.47
"Acer Chromebook 315 CB315-4H-C0UT, 15.6 FullHD, 8GB, Silver Laptop",New (other),£196.76
"New listing15.6"" FulHD Dell Latitude E5530 i5 3320M 2.6GHz 8GB 320GB Scratch",Pre-owned,£99.15
"New listingDell Inspiron 13 7000 Windows 11 13"" Laptop Intel Core i5 6200U 8GB 256GB SSD",Good - Refurbished,£124.99
"Lenovo 500e Chromebook 2nd gen 4GB, 32GB  11.6"" Touchscreen",Pre-owned,£69.99
Panasonic Toughbook Cf-19 MK 5 Rugged Laptop   Core i5 Win 7 Or Win 10 32-bit 4G,Good - Refurbished,£145.82 to £262.49
New listingLenovo IdeaPad C340-14API Damaged,Parts only,£12.00
New listingLenovo ThinkPad W520 Core i7-2760QM 8GB 160GB SSD +320GB 15.6`TFT nVIDIA 1000M A,Pre-owned,£171.09
Purple Laptop Lenovo ThinkPad T450 Core I5 8GB RAM 128GB 512GB SSD Windows 10,Very Good - Refurbished,£108.32 to £145.82
"HP CHROMEBOOK 11"" G3 EE x360 4GB RAM 32GB SSD Play store A Grad One Year Waranty",Very Good - Refurbished,£113.03
New listingLenovo ThinkPad T490s Core i5-8365U 16GB 256GB SSD 1920x1080 TOUCH Webcam,Pre-owned,£350.74
"New listingDell XPS 13-9315 Laptop i7-1250U 16GB 512GB SSD 13.4"" FHD+ Sky Blue Windows 11",Certified - Refurbished,£799.99
Lenovo V15 G3 IAP Intel Core i5 12th Gen 16GB RAM 1TB SSD 15.6''Win11 82TT000EUK,Brand new,£415.73
"HP EliteBook G5 Intel Core i5 8th Gen, 16GB RAM, 512GB SSD, Intel UHD 620,Win 11",Very Good - Refurbished,£195.82
Dell Latitude 3540 Laptop Intel Core i5 13th Gen 8GB RAM 256GB SSD Grey,Brand new,£494.99
DELL E5440 INTEL CORE i3-4030U 8GB 128GB SSD WIFI WEBCAM NOTEBOOK LAPTOP,Very Good - Refurbished,£121.48
Lenovo ThinkPad T460 Intel i5-6300u 8GB 256GB SSD 1366x768 Windows 10 Pro Laptop,Very Good - Refurbished,£153.90
"Dell Latitude 7280 12.5"" HD i5 6th Gen @ 2.30Ghz 4GB 256GB SSD Win 11 Pro",Pre-owned,£89.95
New listingThinkpad E330 i5 8GBRAM 256GB SSD mSATA+500GBHD Notebook,Pre-owned,£153.99
"HP Pavilion Laptop 15-eg2017na 15.6"" Touchscreen Intel Core i5-1235U 8GB 512GB",Brand new,£474.99
New listingDell Latitude 7490 Laptop - 1.9 GHz i7-8650U 16GB 256GB SSD - Webcam,Pre-owned,£220.03
"Lenovo IdeaPad 3 15ITL6 15"" Laptop Intel i3 11th Gen 8GB RAM 128GB SSD #OB",Opened – never used,£224.99
New listingDell Latitude E5450 Touchscreen i5-5300U 2.3GHz 8GB RAM 256GB SSD Win 10,Pre-owned,£19.69
New listingX1 Carbon 4th Gen (Some Wear) Laptop I7 *See Pictures*,Pre-owned,£110.01
"New listingHP PAVILION 14-DV0603SA 14"" LAPTOP PENTIUM GOLD 7505 128GB SSD WINDOWS 11 HOME",Pre-owned,£199.99
"ASUS Chromebook C223N 11.6"" (Intel Celeron N3350, 5GB Memory, 32GB) Notebook NEW",New (other),£89.82
New listingDell Precision M4800 i7 4800MQ 2.7GHz 32GB 256GB SSD Quadro K1100M Scratch,Pre-owned,£201.04
"New listingDell Latitude 7280 Laptop i7 2.6GHZ 8GB 256GB SSD 12.5"" FHD Backlit - SP6",Pre-owned,£149.02
"New listingDELL LATITUDE E5430 INTEL i5 SSD 128GB 8GB WIN 11 14"""" NOTEBOOK",Pre-owned,£101.80
New listingHP Intel Laptop 9461NGW Working Factory Reset (Key missing),Parts only,£50.00
Cheap Fast Windows 10 Laptop Intel Core i5 8GB Ram 120GB SSD WIFI Top Brands,Good - Refurbished,£83.21
New listingLenovo ThinkPad T480s Core i5-8250U 1.8GHz 8GB 256GB SSD 14`' 1920x1080 Touch,Pre-owned,£205.31
Lenovo Thinkpad T470 Core i7 Vpro 8/256 NVMe LTE Retroill,Pre-owned,£178.80
"New listingDell Latitude 7320 2-in-1 LTE eSIM i5-1140G7 8GB 256GB 13"" SET Win 11 FP A-",Pre-owned,£504.73
Micronet A3071-A011 Handheld Portable tablet,Pre-owned,£20.00
New listingHEWLETT PACKARD LAPTOP 14 INCH 256 GB SSD 11TH GEN INTEL CORE (CP2005659),Pre-owned,£157.49
DELL TOUGHBOOK CORE i7 8TH GEN 32GB Ram 1TB SSD TOUCH SCREEN 4G WIFI RS232 USB-C,Good - Refurbished,£649.99 to £749.99
"Lenovo V110-15ISK 15.6 Laptop Intel i5-6200U @2.30GHz, 4GBRAM, 128GBSSD W10 PRO",Pre-owned,£80.00
"HP Elitebook Laptop 830 G5 - 13"" FHD I5-8350U Quad Core CPU NVMe SSD Windows 11*",Good - Refurbished,£145.71 to £395.71
"New listingDell Inspiron 3505 laptop computer (Ryzen 5 3450U, 8GB RAM, 256GB SSD)",Pre-owned,£170.02
New listingHP Pavilion Slimline S5000 Series Windows 7 PC Computer Tower PARTS ONLY,Parts only,£29.95
"New listingDell Latitude 5520 Laptop,i7-1185G7 11TH Gen,16GB RAM,512GB M2,15.6” FHD,PRO WTY",Pre-owned,£425.05
"New listing""Lenovo V15 G4 IRU 83A1 - Intel Core i5 13420H Win 11P 8GB 256GB SSD 15.6"" Memory""",Very Good - Refurbished,£464.17
New listingLenovo ThinkPad X250 Laptop Core i5 5300u 4GB 128GB SSD Webcam Windows 10,Pre-owned,£80.00
"Lenovo ThinkPad T490s 14"" Quad i7 8565U 16GB 512GB SSD Windows 11 WIFI Laptop T4",Pre-owned,£260.00
"New listingLenovo e130 11.6"" Laptop 1.90 Ghz Intel Core i3-3227U 4GB 500GB, NO OS",Pre-owned,£35.99
"ASUS Chromebook Flip C214 11.6"" School Laptop/Tablet- Celeron® 1.1GHz, 4GB, 32GB",Pre-owned,£99.99
New listingLenovo ThinkPad P50| i7-6700HQ| 32GB DDR4| Quadro M1000M| 512GB SSD | READ β,Pre-owned,£144.58
New listinghp pavilion 15 laptop,Pre-owned,£260.78
"HP 255 G9 NEW 7N078ES Laptop AMD Ryzen 7-5825U 64GB RAM 2TB 15"" FHD Win 11 PRO",Brand new,£768.88
"New listingLibreboot Thinkpad T400 (SeaBIOS + Grub) 120GB SSD, 8GB RAM, 1440x900,",Pre-owned,£165.37
HP 625/AMD Athlon II P320/6GB Memory/ 256GB SSD Webcam DVD Win10,Pre-owned,£25.58
New listingMICROSOFT SURFACE LAPTOP 2 TOUCHSCREEN I7-8650U 256GB SSD 8GB RAM NO O.S,Pre-owned,£199.02
Fujitsu Lifebook AH531 Intel I3 6GB 500GB Windows 7 Working ,Pre-owned,£49.99
Lenovo Thinkpad L380 Intel i3 8th Gen 16GB 256GB SSD Webcam HDMI USB C Win 11,Pre-owned,£124.99
"New listingTarox Modula PGT SP15-UMA, 15.6"""" i3@2.66GHz, 4GB Memory, 240GB SSD, Win10Pro Laptop",Pre-owned,£39.34
New listingdell inspiron 15,Pre-owned,£205.35
"New listingHP 15-DB0015DX 15.6"" Laptop AMD A6-9225 2.68GHz 4GB RAM 1TB HDD - Windows 10 Pro",Pre-owned,£0.08
"New listingTarox Modula PGT SP15-UMA, 15.6"""" i3@2.66GHz, 4GB Memory, 240GB SSD, Win10Pro Laptop",Pre-owned,£39.34
Dell E7480 - Core i5-7300U (Gen 7)- 8GB - 256GB M2-TOUCHSCREEN-FREE POSTAGE,Pre-owned,£8.55
LENOVO E550 Intel Core i5 6200 @2.4GHz 8GB 256 SD 15.6 LED Win10 Notebook,Pre-owned,£136.88
HP PAVILION 15-DB0003NL AMD RADEON E2-9000E 4GB 500GB HD WIFI WIN10 NOTEBOOK,Very Good - Refurbished,£118.06
Shop on eBay,Brand New,$20.00
"N24_PC FUJITSU LIFEBOOK E733 13"" CPU I5-3230M 4GB HDD 320GB LIGHT MEMORY NOTEBOOK",Pre-owned,£81.19
Lenovo ThinkPad T430 Intel i5 2.6GHz 4GB 320GB HDD 1366x768 Cam DVD Win10 Laptop,Very Good - Refurbished,£119.68
"Dell Latitude E6420 14"" LAPTOP CPU i5 2nd Gen 4GB 500GB HDD W10",Pre-owned,£68.35
HP ProBook 6550b Core i3 M370 4GB Memory 320GB HDD Webcam Windows 10 - New Battery,Pre-owned,£136.79
"New listingHP ProBook 650 G2 i5 6200U 2.3GHz 8GB 256GB SSD 15.6"" (Battery Faulty)",Pre-owned,£89.83
New listingDell latitude 5501 laptop Intel  Core I5 9TH GEN 32GB RAM 512GB SSD Windows 11,Pre-owned,£275.00
"Dell Latitude 7480 14.1"" Laptop  Intel Core i7 6th Gen, 256GB SSD, 8GB RAM Fast",Pre-owned,£200.00
New listingASUS Vivobook Go 15 E510KA-EJ355WS Windows 11 Home S - Notebook - Celero,Very Good - Refurbished,£210.89
Laptop Fast Intel Core i5 / 16GB RAM / 500GB 1TB SSD Win 10 WIFI USB,Good - Refurbished,£109.99 to £189.99
"HP Elitebook Laptop 840 G6 14"" FHD I7-8565U Quad Core CPU NVMe SSD & Windows 11",Very Good - Refurbished,£229.04 to £479.04
"New listingASUS ZENBOOK PRO OLED 14.5"" SCREEN HI SPEC LAPTOP CORE I9 NVIDIA RTX-4060 BOXED",Opened – never used,"£1,399.99"
"New listing18.4"" Acer Aspire 8943G. Quad Core i7-Q720-1.6GHZ, 12GB RAM, 128GB SSD , Win 10.",Pre-owned,£104.17
"New listingLenovo ThinkPad T490s 14"" FHD IPS Core i7-8565U 512GB SSD 16GB RAM 4G LTE Win11",Pre-owned,£254.99
"New listingHP Elitebook 840 G3 i5-6300U 14"" L3C65AV LTE 8GB DDR4 256GB SSD AZERTY FR_2.19_2",Pre-owned,£94.06
"HP Probook 6570B i5-3230M 2.5GHz 4-16GB 128-320GB SSD HDD 15.6""l Win 10 Pro",Pre-owned,£127.47 to £230.13
New listingLENOVO IDEAPAD V15-IIL INTEL CORE I5-1035G1 8GB 256GB HD SSD NOTEBOOK W11,Pre-owned,£341.34
New listingDell Latitude 7320 2-in-1 LTE eSIM i5-1140G7 16GB 256GB 13 DE Win 11 FID FP A,Pre-owned,£530.40
Laptop Frosted Keyboard Stickers Russian Letters Cover Sticker Notebook Keypad,Brand new,£3.12 to £3.14
MacBook Pro M1 8/8 CPU/GPU 13in 2020 256GB 512GB 1TB SSD 8GB 16GB Ram -Very Good,Very Good - Refurbished,£689.00 to £739.00
HP 470 G10 Laptop 816A9EA#ABU Intel Core i5 1335U 4.6 GHz 16GB RAM 512GB SSD,Opened – never used,£569.99
"New listingMicrosoft Surface Laptop Studio 2, Core i7-13800H, 64GB RAM, 1TB SSD, RTX 4060",New (other),"£2,499.30"
2 X Dells Vostro 15 &Latitude 3340 15.6' & 13' Core-i5 4210U 2.4GHZ SSD128GB 4GB,Pre-owned,£77.23
"Lenovo IdeaPad Slim 3 Chrome 14"" Laptop Kompanio 8GB RAM 128GB eMMC Blue #A",Excellent - Refurbished,£184.99
New listingBUNDLE DELL PRECISION M6600 INTEL CORE I7-2760QM @ 2.40GHz 16GB RAM 750GB HDDCharity item,Pre-owned,£39.37
New listingHP Laptop 14-DF0053OD Intel Celeron N4000 4GB RAM 64GB SSD *Pre-owned* FREE SHIP,Pre-owned,£100.00
New listingHP 840 G5 ,Parts only,£95.05
"HP Stream 11-ak0030na Laptop Intel Celeron 4GB RAM 64GB eMMC 11.6"" WHITE Win 11s",Opened – never used,£148.16
New listingPanasonic Toughbook FZ-G1 MK4 Core i5-6300U 8Gb 256Gb SSD 10.1`1920x1200 Tablet,Pre-owned,£554.35
HP PAVILION 250 G2 INTEL CELERON N2810 2GB 500GB HD WIFI WEBCAM NOTEBOOK,Very Good - Refurbished,£83.84
"N85_PC FUJITSU LIFEBOOK E733 13"" CPU I5-3230M 4GB HDD 320GB LIGHT MEMORY NOTEBOOK",Pre-owned,£85.46
"Office Laptop budget Win 10 14"" i3/i5 16GB RAM 1TB SSD Office Customise",Pre-owned,£74.99 to £219.99
LENOVO IDEAPAD 1 INTEL CELERON N4020 4GB 128GB SSD WIN11 WEBCAM NOTEBOOK,Very Good - Refurbished,£124.05
"BLUE LENOVO THINKPAD T480 LAPTOP CORE i5 16GB RAM 512GB SSD WINDOWS 11 FHD 14""",Very Good - Refurbished,£258.32
"New listingSamsung Galaxy Book2 Pro 15.6"", 8GB RAM, 256GB, Intel Core i5 12th Gen NP955XED✅",Pre-owned,£349.99
Lenovo Thinkpad 14'' A475 AMD PRO A12-8830B R7 2.50GHz 8GB Ram 500GB HDD Win 10,Pre-owned,£119.99
New listingNEC LAVIE Hybrid ZERO HZ550/B core i5 5200U Windows10 4GB SSD128GB Used Japanese,Pre-owned,£198.43
New listingLenovo ThinkPad T470s Core i5 7.Gen 4Gb 128Gb SSD 14` 1920x1080 IPS B,Pre-owned,£102.65
"New listingSamsung Galaxy Book Go 14"" 64GB 4GB Snapdragon 7c No Charger EXC COND!",Pre-owned,£39.37
"Acer Aspire 3 (A315-59-54B1) Laptop | 15.6"" FHD Display | Intel Core i5-1235U |",Brand new,£470.51
Dell Latitude 5300 i5-8265U 8GB Memory 256GB SSD VGC Notebook,Very Good - Refurbished,£204.46
New listingFujitsu E546 i5-6300U 8GB SSD 256GB LIFEBOOK Laptop ,Pre-owned,£213.87
New listingLenovo ThinkPad T480s Core i5-8350U 1.8GHz 8GB 256GB SSD 14`' 1920x1080,Pre-owned,£188.20
"Incomplete HP mt41 Mobile Thin Client 14"" Laptop AMD A4-4300M 2.50GHz 4GB RAM",Pre-owned,£3.35
"Lenovo ideapad 15ALC6 15.6""IPS FHD/5300U/20GBDDR4/512GBSSD - Laptop",Pre-owned,£41.49
New listingLenovo E555 Laptop - AMD A6-7000 - 8GB RAM - 128 GB SSD  - *Please Read*,Pre-owned,£49.96
"New listingLenovo ThinkPad T14 Gen 4 Laptop, 14"" WUXGA Screen, i7-1355U, 48GB RAM, 1TB SSD",Brand new,"£1,049.90"
"Acer Aspire 5 A514-55-39BW 14"" Laptop Intel i3 12th 8GB RAM 256GB SSD Grey #OB",Opened – never used,£274.17
New listingDell XPS 13 7390 13.3 Touchscreen Laptop i7-10510U 16GB 128GB Win11 Pro,Pre-owned,£379.95
"New listingASUS M509DA-EJ068T Ryzen 5 3500U 8GB DDR4 256GB 15.6"" QWERTY Vega 8 2GB_2.28_2",Parts only,£151.87
New listingLENOVO THINKPAD X390 YOGA CORE i5-8365U 4x 1.6GHz 8GB 256GB SSD MEMORY NOTEBOOK,Good - Refurbished,£255.79
"HP Chromebook 14-db0050nr 14"" FHD AMD A4-9120C 4GB RAM 32GB eMMC White Lot Of 2",Pre-owned,£22.84
"Lenovo T580- Core i5 8200 (8th Gen) 16gb- 240GB M2- 15.6""  FREE DELIVERY.",Pre-owned,£28.99
"New listingREAD DESCRIPTION!! HP probook 440 g6 14"" Laptop 1.60 Ghz Intel Core i5-8265U",Parts only,£74.99
"New listingPARTS REMOVED!! HP 250 g5 15.6"" Laptop FULL SPECS UNKNOWN",Parts only,£28.99
HP EliteBook 840 G3 Laptop Core i5 6300U 8GB DDR4 240GB M.2 SSD Webcam,Pre-owned,£170.24
"New listingLenovo Thinkpad T580 TOUCH,Intel Core i5-8350U,16GB Ram,512GB NVME SSD,Win11Pro,",Very Good - Refurbished,£358.45
"New listingSAMSUNG GALAXY BOOK  SNAPDRAGON 7C GEN 2, 128GB SSD 4 GB RAM, 14.0""",Pre-owned,£139.00
Lenovo ThinkPad 10 2nd Gen Touch Tablet PC 4gb/128GB RAM Intel 1.6Ghz Win10 Pro,Pre-owned,£87.63
"Dell Lattitude D600 laptop computer, 20GB HD, 512 RAM, Windows 2000, Office 2000",Pre-owned,£100.01
Dell Latitude 5400 i5-8265U 1.6GHz 8GB 256GB SSD Windows 11 Grade A Laptop,Pre-owned,£129.99
"New listingREAD DESCRIPTION!! Lenovo thinkpad e14 14"" Laptop 1.60 Ghz Intel Core i5-10210U",Parts only,£89.99
"New listingDAMAGED!! Lenovo e130 11.6"" Laptop Full Specs Unknown",Parts only,£21.99
Fujitsu Celsius H780 Notebook i7-8750H 32GB 512GB SSD Quad P600 WIN 11,Pre-owned,£255.79
"New listingDell XPS 13 9343 13.3"" FHD 2.2GHz Core i5-5200 CPU 8GB RAM 128GB SSD 4ZQLV32",Pre-owned,£100.01
Acer Model Aspire A114-32,Pre-owned,£12.80
New listingHP Pavilion dm3  Memory 2GB,Pre-owned,£50.00
New listingLot of 2 Dell Latitude E6520 2.50GHz Intel Core i5-2520M 6GB DDR3 RAM NO HDD,Pre-owned,£15.74
"New listing[FAULTY DISPLAY] HP Notebook 15s-fq0316ng Laptop, incl. Charging Cable",Parts only,£118.91
New listinglenovo ideapad 300-17isk,Pre-owned,£100.01
New listingLenovo ThinkPad T470s i5 BIOS Locked.,Pre-owned,£68.44
Microsoft Surface Pro 6 (1796) i7 16GB 512GB,Pre-owned,£88.54
New listingCheap Laptop Stone N250JU Need Gone ASAP,Pre-owned,£40.00
"New listingDell XPS 13 9343 13.3"" FHD 2.2GHz Core i5-5200 CPU 8GB RAM 128GB SSD DK1HV32",Pre-owned,£100.01
LENOVO IDEAPAD 1 14IGL05 INTEL CELERON N4020 4GB 64GB HD SSD WIN11 NOTEBOOK,Very Good - Refurbished,£106.94
HP EliteBook 840 G2 Core i5 5200U 12GB Memory 1TB HDD Win10 Good Condition,Pre-owned,£187.35
Shop on eBay,Brand New,$20.00
Lenovo ThinkPad T490 i5 8365u 24GB 512GB SSD Win11 Pro LTE FHD Webcam #90,Pre-owned,£272.90
HP PAVILION 15-DB0003NL AMD RADEON E2-9000E 4GB 500GB HD WIFI WIN10 NOTEBOOK,Very Good - Refurbished,£118.06
"Fujitsu A512 Cheap Laptop 15.6"" Intel Core i3 2.40Ghz, Webcam, Windows 10",Very Good - Refurbished,£99.99
V130-15IKB (Lenovo) Laptop,Pre-owned,£171.10
Acer Model Aspire A114-32,Pre-owned,£12.80
LENOVO IDEAPAD 1 INTEL CELERON N4020 4GB 128GB SSD WIN11 WEBCAM NOTEBOOK,Very Good - Refurbished,£124.05
New listingHP Pavilion dm3  Memory 2GB,Pre-owned,£50.00
New listingLot of 2 Dell Latitude E6520 2.50GHz Intel Core i5-2520M 6GB DDR3 RAM NO HDD,Pre-owned,£15.74
"New listing[FAULTY DISPLAY] HP Notebook 15s-fq0316ng Laptop, incl. Charging Cable",Parts only,£118.91
New listingLenovo ThinkPad T470s i5 BIOS Locked.,Pre-owned,£68.44
New listingCheap Laptop Stone N250JU Need Gone ASAP,Pre-owned,£40.00
"New listingDell Latitude E6410 Intel Core i5- M 460 2.53GHz 4GB RAM 14"" NO HDD",Parts only,£35.99
"New listingDell XPS 13 9343 13.3"" FHD 2.2GHz Core i5-5200 CPU 8GB RAM 128GB SSD DK1HV32",Pre-owned,£100.01
"New listingDell Inspiron  N5040 15.6""  Intel I3 2.53 Ghz 6GB DDR3 Windows 10 W/Charger",Pre-owned,£60.01
HP EliteBook 840 G3 Core i5 6300U 8GB 180GB SSD WebCam Win10,Pre-owned,£195.91
HP PAVILION 250 G2 INTEL CELERON N2810 2GB 500GB HD WIFI WEBCAM NOTEBOOK,Very Good - Refurbished,£83.84
New listingTerra Mobile Laptop 1529H i5 ,Pre-owned,£115.49
"Panasonic Toughbook-Tablet Win 10 Pro,CF-20 Replaced Older  Cf 19 Model 4G & Gps",Good - Refurbished,£399.99
DELL LATITUDE E5440 14 CPU i5-4210U 4GB HDD 500GB_24H NOTEBOOK PC,Very Good - Refurbished,£102.57
New listingLenovo ThinkPad E15 i5-10210U 1.6 GHz 16GB RAM 500GB SSD Windows 11 Pro,Pre-owned,£175.02
Intel Pentium 4 Sticker Genuine Product,Brand new,£1.90
"New listingLenovo Chromebook C330 Touchscreen 2 in 1 Laptop 64GB SSD, 4GB Ram with Charger",Pre-owned,£70.01
"New Dell Latitude 3440 14"" i5-1335U 256GB 8GB Windows 11 Business Laptop",Brand new,£519.98
Panasonic Toughbook  CF-53 CORE I5 16GB Ram 256GB SSD Win 10 DVD,Pre-owned,£299.00
"Dell Latitude 3490 14"" Core i5 7th Gen 2.5GHz 256GB SSD 8GB",Pre-owned,£119.99
Dell Chromebook 3100 11.6-Inch Laptop Intel Celeron N4020 4GB 16GB A Grade,Pre-owned,£59.99
New listingLenovo IdeaPad Y700 | 6th Gen i7 | 256GB/16GB | Windows 11 Home,Pre-owned,£299.95
"New listing✅ Dell Latitude 3490 ✅ 14"" Laptop i3-8130U ✅ 12GB RAM 500GB HD Win 11 Pro ✅",Pre-owned,£110.00
HP EliteBook 840 G2 Core i5 5200U 8GB Memory 1TB HDD WebCam Win10 Good Condition,Pre-owned,£204.46
New listingLENOVO IDEAPAD V15-IIL INTEL CORE I5-1035G1 8GB 256GB HD SSD NOTEBOOK W11,Pre-owned,£341.34
New listingLot of 3 HP ProBook x360 11 G5 EE N5030 Touchscreen 4GB 128GB NO OS - For parts,Parts only,£100.00
New listingDell XPS M140 14.1in. Notebook/Laptop - Customized,Pre-owned,£50.01
"New listinghp pavilion Touch Screen laptop, Win 10",Pre-owned,£21.73
"New listingLenovo 13w Yoga 13"" laptop BIOS AS-IS FOR PARTS TOUCHS SCREEN.",Parts only,£120.01
"New listingDell Latitude 5480 Laptop Core i5 7440HQ 14"" Full HD 8GB 240GB M.2 SSD Webcam",Pre-owned,£170.24
"Incomplete HP mt41 Mobile Thin Client 14"" Laptop AMD A4-4300M 2.50GHz 4GB RAM",Pre-owned,£9.06
NEW HP 255 G8  AMD Ryzen 5 5500U 16GB 512GB SSD 15.6IN FHD Win 11 Home,Brand new,£382.40
HP EliteBook 850 G6 Laptop Core i5 8365U 16GB 240GB M.2 NVMe SSD Webcam,Pre-owned,£384.12
"HP Probook 6570B i5-3230M 2.5GHz 4GB 320GB HDD 15.6"" Win 10 Pro",Pre-owned,£170.24
Dell Precision M4300 Laptop Intel Core 2 Duo 2.2GHz 4GB 500GB WIFI BT Nvidia,Pre-owned,£165.02
"Incomplete HP mt41 Mobile Thin Client 14"" Laptop AMD A4-4300M 2.50GHz 4GB RAM",Pre-owned,£19.69
"Retro Fujitsu-Siemens 15.4"" Sempron 2800+ 512MB RAM No HDD No OS Laptop",Pre-owned,£25.00
New listingLENOVO SLIM 1 AMD A4-9120E 4GB 64GB SSD WIFI NOTEBOOK W10 WEBCAM,Very Good - Refurbished,£101.80
Lenovo Thinkpad T580 Intel Core i7 - 8650u @ 2.11 GHz / 16GB / 256Gb Ssd,Pre-owned,£300.00
"New listingLenovo IdeaPad 100-15IBD 15.5"" Laptop Intel i3-5005U 2.00 GHz, Windows 10",Pre-owned,£120.00
"Dell Laptop Latitude 7290 - 13"" HD Screen i5 CPU 16GB Ram 1TB SSD Windows 11 Pro",Very Good - Refurbished,£208.21
"Lenovo ThinkPad P1 Gen 6, 16"" WQXGA, i7-13800H, 32GB RAM, 2TB SSD, RTX 2000 Ada",Brand new,"£1,599.90"
New listingASUS X530 S530 CADDY SSD HDD,Pre-owned,£7.43
New listingINTEL CELERON N3350 4GB 32GB SSD WIFI WEBCAM PEAQ S130 NOTEBOOK,Very Good - Refurbished,£81.27
New listingFujitsu LifeBook E753 I5 BIOS Locked.,Parts only,£51.33
